17, 7, 14, 23, 72.6, 1.74, 2020, 11
16, 5, 10, 16, 69.9, 1.74, 2020, 12
15, 5, 9, 13, 68.7, 1.74, 2021, 01
14, 4, 9, 11, 67.2, 1.74, 2021, 02
13, 4, 8, 8, 67.1, 1.74, 2021, 03
